LON,LAT,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,NUMBER,HASH
-79.4386029,43.69981,Fairleigh Cres,,former Toronto,,,,,27,5682946b1afeef98
-79.4260277,43.6697469,Shaw St,,former Toronto,,,,,1047A,53c82f637875d2ec
-79.3159721,43.6781659,Hollywood Cres,,former Toronto,,,,,69,6d6b12363a5ceae3
-79.2699798,43.7834597,Murray Ave,,Scarborough,,,,,10,b212012d0ecfd868
-79.5015137,43.6288832,Holbrooke Ave,,Etobicoke,,,,,46,e60c7f6c42b704e9
-79.4569424,43.6796475,Caledonia Rd,,former Toronto,,,,,166,1246f14294a4ebb2
-79.4607814,43.761753,Overbrook Pl,,North York,,,,,181,c0a649cbd44a5b3a
-79.2750025,43.6945127,Danforth Ave,,Scarborough,,,,,3466,f554c07baa34e5e5
-79.180528,43.7847528,Gladys Rd,,Scarborough,,,,,24,80aba8c3c376ae4a
-79.3198192,43.7068739,Ashall Blvd,,East York,,,,,8,282520d5d14a9bcf
-79.2612516,43.7564834,Birkdale Rd,,Scarborough,,,,,18,0e1e62385e9f8b25
-79.4475249,43.6944185,Northcliffe Blvd,,York,,,,,652,9d9db561ac940d9a
-79.4920319,43.6646316,Watson Ave,,York,,,,,131,cbc8dd76e1d9fa98
-79.2701016,43.7480227,Jenkinson Way,,Scarborough,,,,,72,ac23f1d671009fd8
-79.3428022,43.6732305,Pape Ave,,former Toronto,,,,,510,288e2572695a0d6e
-79.4197384,43.6840308,Raglan Ave,,York,,,,,23,f3c690525bfbae98
-79.24728,43.7518788,Huntchester Cres,,Scarborough,,,,,4,5f0498fd6cb2b910
-79.1786086,43.7592218,Darlingside Dr,,Scarborough,,,,,65,14744bdb2c660068
-79.3120796,43.6778515,Kingsmount Park Rd,,former Toronto,,,,,84,f204b02278b3c77a
-79.507407,43.6366189,Norseman St,,Etobicoke,,,,,3,e4cd63f439a9ebbc
-79.3314197,43.6777416,Greenwood Ave,,former Toronto,,,,,400,639a96a31c3b3ab9
-79.5292609,43.6322502,Norseman St,,Etobicoke,,,,,230,c3573171f6384c32
-79.5066783,43.6204568,James Stock Path,,Etobicoke,,,,,5,834f6b6a307812d3
-79.5501953,43.6044786,Mitcham Dr,,Etobicoke,,,,,44,9bf65a7a320f9e9a
-79.3699321,43.7689727,Provost Dr,,North York,,,,,67,a216c767c6206198
-79.4222661,43.683801,Kenwood Ave,,York,,,,,37,0532df536a666819
-79.3720528,43.6754308,Nanton Ave,,former Toronto,,,,,28,faa4aea97aa97c72
-79.2983222,43.8056074,Kennedy Rd,,Scarborough,,,,,2957R,83164640697471d8
-79.6160499,43.7232459,Kingsplate Cres,,Etobicoke,,,,,37,cd6971d3b9f95994
-79.4562204,43.7200364,Dufferin St,,North York,,,,,3240,270ca28f727ee6ba
-79.3292751,43.6911347,Durant Ave,,East York,,,,,78,8b5c88b56b899a8b
-79.4238671,43.7002669,Rosemary Lane,,former Toronto,,,,,18,d4a9f4aed2f16169
-79.3171849,43.667125,Coxwell Ave,,former Toronto,,,,,22,29e3b6bfe668b9e7
-79.4997676,43.6306121,Delroy Dr,,Etobicoke,,,,,56,4f374af5fbc85e7c
-79.4306552,43.6482303,Dufferin St,,former Toronto,,,,,571,6ebf649cfbc3b855
-79.2071869,43.7653504,Northfield Rd,,Scarborough,,,,,19,3ddb54cab11449b8
-79.3779422,43.6565634,Dundas St E,,former Toronto,,,,,90,5d486819b4a552dc
-79.3096776,43.6854047,Keystone Ave,,former Toronto,,,,,15,5d13f874c6c49055
-79.4981233,43.6404729,Ballacaine Dr,,Etobicoke,,,,,38,648d89cdbab4a4d2
-79.5342829,43.659882,Rockingham Dr,,Etobicoke,,,,,23,a78bd054f19c81f3
-79.4246253,43.6642955,Roblocke Ave,,former Toronto,,,,,35,bbdab20513f3f369
-79.3260894,43.6856808,Glebeholme Blvd,,former Toronto,,,,,278,6ab902b0b0c9c4eb
-79.3263347,43.7910699,Charade Crt,,Scarborough,,,,,30,f6d6b7c6f38d9747
-79.4938553,43.6795145,Beechwood Ave,,York,,,,,54,86e8559c3ce07eb7
-79.304263,43.7054233,Glencrest Blvd,,East York,,,,,4,96f805961e19ec66
-79.538897,43.6131994,Evans Ave,,Etobicoke,,,,,502,be32917e9165a66f
-79.2218659,43.8208359,Salamander St,,Scarborough,,,,,11,c22094f3a16ee747
-79.2944638,43.8260708,Captains Way,,Scarborough,,,,,32,3dae1d2bfcbe3b86
-79.4629559,43.7527189,Dufferin St,,North York,,,,,3973,a793df219e666995
-79.5355193,43.7007251,Braywin Dr,,Etobicoke,,,,,8,a7ca366c66ec3627
-79.3923163,43.7159832,Sheldrake Blvd,,former Toronto,,,,,259,7c90fd539e3f4fb2
-79.265782,43.8205219,Shady Hollow Dr,,Scarborough,,,,,46,a6cc1c57106f5013
-79.3995607,43.6896602,Oaklawn Gdns,,former Toronto,,,,,5,56b5972b0f4b6767
-79.5482314,43.6657105,Firwood Cres,,Etobicoke,,,,,25,c03afaa3d98d0abb
-79.4482207,43.6565605,Perth Ave,,former Toronto,,,,,81,5b3c55701bc8c2cc
-79.4964115,43.6641548,Gooch Ave,,York,,,,,186,33e601170d977e3c
-79.4296512,43.6578976,Rusholme Rd,,former Toronto,,,,,269,0be8a49539f34101
-79.4210498,43.7790772,Kensington Ave,,North York,,,,,8,2a6054145da33df1
-79.5094553,43.6251057,The Queensway,,Etobicoke,,,,,846A,0e65aa695b296bc4
-79.4224607,43.6479754,Grove Ave,,former Toronto,,,,,19,de00902a8f0ba3db
-79.3120832,43.6809853,Wildwood Cres,,former Toronto,,,,,147,0f45c4cbf7524d2e
-79.1583801,43.7993713,Bonnydon Cres,,Scarborough,,,,,43,53ae13814fda6d9d
-79.4433928,43.6394456,Queen St W,,former Toronto,,,,,1654,de8f1ac8ccdab337
-79.1429041,43.8026591,Raspberry Rd,,Scarborough,,,,,21,9c28976f3b4b2de4
-79.464799,43.6596867,Hillsview Ave,,former Toronto,,,,,63,9afa9c46cff2cc0d
-79.5243827,43.6981268,Lawrence Ave W,,Etobicoke,,,,,2222,410dfe86c7d28957
-79.5315346,43.6465251,Avonhurst Rd,,Etobicoke,,,,,7,930e46e4b6997bd1
-79.4763099,43.6480112,Beresford Ave,,former Toronto,,,,,70,bddc93fadc9ec192
-79.490212,43.6487482,Riverside Dr,,York,,,,,503,e85cb1f53c444459
-79.3050414,43.6691716,Queen St E,,former Toronto,,,,,1904,ea377a0bbd850499
-79.3576235,43.7859574,Van Horne Ave,,North York,,,,,128,1518c6408caec0e8
-79.3262398,43.6971332,Machockie Rd,,East York,,,,,12,aa1540a3b9143c70
-79.5585695,43.6486389,Meadowbank Rd,,Etobicoke,,,,,30,4f063d5908903345
-79.3818992,43.7555878,Paddock Crt,,North York,,,,,11,2755d955a42b48e6
-79.4365265,43.6509183,Moutray St,,former Toronto,,,,,85,1acdea4dd43d0cbe
-79.3117474,43.7544209,Delfield Rd,,Scarborough,,,,,3,5b1e669de0d1ce91
-79.4496405,43.762761,Goldthread Ter,,North York,,,,,2,62fba2c7b6f7e701
-79.3280296,43.8159624,Huntsmill Blvd,,Scarborough,,,,,416,48d0141b2ebf68c6
-79.4511281,43.7600101,Acton Ave,,North York,,,,,68,71317d1dcbfe5c2f
-79.4015083,43.7733908,Parkview Ave,,North York,,,,,213,ea5df7581d850d30
-79.4097114,43.6868232,Parkwood Ave,,former Toronto,,,,,31,676aea1f7963e6ff
-79.3900224,43.7640721,Irvington Cres,,North York,,,,,27,bf825e69a6434443
-79.3552574,43.7741842,Longhope Pl,,North York,,,,,32,a34ef17cc3fa1fc7
-79.1886741,43.7584258,Cultra Sq,,Scarborough,,,,,127,80e6ddf25aa98bd0
-79.2264519,43.8066917,Pinery Trl,,Scarborough,,,,,14,df6a0ae3f457eb9e
-79.4484923,43.661016,Campbell Ave,,former Toronto,,,,,148A,879a342fedd15220
-79.461201,43.6773597,Silverthorn Ave,,former Toronto,,,,,134,b79a1daa8adf3cc4
-79.3182602,43.666127,Queen St E,,former Toronto,,,,,1580,e051231c749d823a
-79.5890495,43.7221129,Kearney Dr,,Etobicoke,,,,,54,bb7b765fc4280fd0
-79.5691904,43.6679441,West Deane Valley Rd,,Etobicoke,,,,,28,2416d58a07677622
-79.2425854,43.7895354,Plum Brook Cres,,Scarborough,,,,,5,c4388daa83f9d996
-79.5261962,43.6532394,Chestnut Hills Cres,,Etobicoke,,,,,7,c5712c9de5dfd609
-79.539233,43.7202019,Lilac Ave,,North York,,,,,38,3a73ec53a2f2bf7e
-79.3702876,43.699674,Bessborough Dr,,East York,,,,,60,ee5675803cced5cc
-79.3609531,43.7785268,Grove Park Cres,,North York,,,,,58,b3f529b02bc0638c
-79.3392792,43.6900026,Cadorna Ave,,East York,,,,,4,a44f3d9416983038
-79.4868867,43.7259493,Wilson Ave,,North York,,,,,1170,fb9bbef0cd718607
-79.49452,43.7556108,Roskell Cres,,North York,,,,,35,0e4fd724329403d5
-79.5054695,43.595816,Ninth St,,Etobicoke,,,,,9,3341f1048fad2651
-79.3216803,43.6684581,Hiawatha Rd,,former Toronto,,,,,4,89521d71bedf5dbf
-79.290384,43.6778109,Balsam Ave,,former Toronto,,,,,175,e9a53181befb00e7
-79.4046604,43.6811589,Russell Hill Rd,,former Toronto,,,,,50,c27e51d7690ccfe2
-79.5455152,43.6005144,Burlingame Rd,,Etobicoke,,,,,7,5b5aba3ef260a28e
-79.4413548,43.6660135,Lappin Ave,,former Toronto,,,,,76,3471deb620bd2869
-79.1880095,43.7674004,Florist Lane,,Scarborough,,,,,25,184a34762e83c991
-79.5194444,43.7392938,Sebastian Cabotway,,North York,,,,,57,befa3193c82e3ea8
-79.1323456,43.7883775,Broadbridge Dr,,Scarborough,,,,,35,ff0055d373009799
-79.4133908,43.7322896,Deloraine Ave,,former Toronto,,,,,234,0435bf06af93b93a
-79.4270366,43.6459186,Northcote Ave,,former Toronto,,,,,95,de23ed2ed442191e
-79.2903069,43.7111312,Eastgate Cres,,Scarborough,,,,,7,8fe5d36cefee3d5d
-79.3015919,43.7763889,Marlbank Rd,,Scarborough,,,,,47,e3670ce6cf31af3a
-79.2697361,43.6954774,Eastwood Ave,,Scarborough,,,,,156,4cb407ae0f659c53
-79.3899264,43.6826449,Shaftesbury Ave,,former Toronto,,,,,42A,f401d9f4c40a1b56
-79.5599628,43.6909626,Breadner Dr,,Etobicoke,,,,,41,c588b54ccc8e8661
-79.4173705,43.7050479,Gilgorm Rd,,former Toronto,,,,,51,a93a137f1ee6c852
-79.3450474,43.6782446,Pape Ave,,former Toronto,,,,,678A,a2e16dfbe85ef139
-79.4674076,43.7297636,Northgate Dr,,North York,,,,,35,1634ebf5f0cc5b82
-79.3286237,43.6847399,Glebeholme Blvd,,former Toronto,,,,,223,d15562b72a7e2306
-79.4369694,43.6663679,Gladstone Ave,,former Toronto,,,,,740,c46c078e7ffd366f
-79.3316612,43.6631175,Queen St E,,former Toronto,,,,,1192,733275d4cbf88b7f
-79.4692046,43.6598306,Quebec Ave,,former Toronto,,,,,253,b05af11f587161f8
-79.4146634,43.7328481,Old Orchard Grv,,former Toronto,,,,,280,6c5e82ae7375004c
-79.481493,43.6234209,Lake Shore Blvd W,,Etobicoke,,,,,2194,6a2dc2522268a988
-79.3985135,43.7155852,Brynhurst Crt,,former Toronto,,,,,4,3fc5f062df923f98
-79.1613559,43.7727953,Beechgrove Dr,,Scarborough,,,,,236,1180d715c89243f8
-79.2321738,43.8115671,Bradstone Sq,,Scarborough,,,,,123,6d1be38a2b2235ac
-79.4533067,43.7087543,Dufferin St,,North York,,,,,2917A,509954cb89e89001
-79.2984159,43.6898202,Coleman Ave,,former Toronto,,,,,75,a11f06fec0fcd1f9
-79.3258954,43.6651179,Greenwood Ave,,former Toronto,,,,,22,e120e5b3606e3ea5
-79.4990428,43.7392226,Newlin Cres,,North York,,,,,80,c0246b3fa1cd4279
-79.3411672,43.6620355,Colgate Ave,,former Toronto,,,,,59,fa1abb30b92883a5
-79.5199984,43.7127568,Snowberry Ave,,North York,,,,,11,4a634b950c4a0f4f
-79.408267,43.6601521,Ulster St,,former Toronto,,,,,92,c829425a8e99a653
-79.534333,43.6094236,Vaudeville Dr,,Etobicoke,,,,,3,ba588306c82740ab
-79.4596835,43.6959267,Bowie Ave,,York,,,,,158,8d421f014d6be06d
-79.5611979,43.7538378,Gracedale Blvd,,North York,,,,,213,31251deaa0bc7712
-79.4918818,43.6833031,Astoria Ave,,York,,,,,27,5c46740fe9857d6a
-79.3026046,43.7137618,Galbraith Ave,,East York,,,,,52,a606e246690b2a97
-79.3091709,43.7611033,Crosland Dr,,Scarborough,,,,,24,79095f73a0e0292f
-79.4747025,43.6873294,Yarrow Rd,,York,,,,,23A,415f9646b0bc39f2
-79.2066076,43.7609317,Marcella St,,Scarborough,,,,,112,2724cc53cf5c5b38
-79.3570981,43.7832789,Goodview Rd,,North York,,,,,20,9f6c8c3d82dbeac9
-79.4454166,43.7390927,Invermay Ave,,North York,,,,,115,90d6aa14051afe29
-79.3626803,43.7721929,Cheryl Shepway,,North York,,,,,21,7e743ab539237a90
-79.4826077,43.6773517,Hilldale Rd,,York,,,,,66,bd8b745116417b2e
-79.2907294,43.6842796,Swanwick Ave,,former Toronto,,,,,186,de24248cca6c9aca
-79.2949482,43.6728312,Hammersmith Ave,,former Toronto,,,,,153,06c9a574f837a84c
-79.2937111,43.6797293,Kingston Rd,,former Toronto,,,,,765,f58d538fbe317386
-79.5359154,43.6454835,Tyre Ave,,Etobicoke,,,,,26,da9f5b724c89c3b8
-79.4121652,43.7262188,Woburn Ave,,former Toronto,,,,,285,6b89009506870279
-79.39982,43.7994165,Conacher Dr,,North York,,,,,701,57ccce3878319ca2
-79.3950902,43.747427,Gordon Rd,,North York,,,,,79,96ab99a211b5bdcd
-79.3912965,43.7055063,Soudan Ave,,former Toronto,,,,,221,0d763860f4a2a3b3
-79.4304235,43.7262202,St Germain Ave,,North York,,,,,638,50a47a31b79d5038
-79.5378894,43.6101829,North Carson St,,Etobicoke,,,,,172,79e568c81d3bf60e
-79.2078741,43.8204294,Old Finch Ave,,Scarborough,,,,,95,87f93592309e65b1
-79.1727096,43.8051265,Millhouse Cres,,Scarborough,,,,,37,7387d7799ed56aa4
-79.3188161,43.7563366,Combermere Dr,,North York,,,,,55,f0a0ef0f38934327
-79.1793736,43.8083937,Trailview Ter,,Scarborough,,,,,45,40e8dd1aad10e630
-79.1416601,43.7871309,Wichey Rd,,Scarborough,,,,,21,a25800055005722f
-79.3207773,43.675487,Coxwell Ave,,former Toronto,,,,,366,8800237834dd480c
-79.4835846,43.6713688,Norval St,,York,,,,,15,258587be761fcac5
-79.3667936,43.7015857,Airdrie Rd,,East York,,,,,103,667ded4d573de96a
-79.2845697,43.6837547,Winston Ave,,Scarborough,,,,,3,215b94615530d2f4
-79.4484309,43.7201748,Edengarth Crt,,North York,,,,,80,78ed3885d441e359
-79.4890119,43.6699552,Batavia Ave,,York,,,,,51,cabccdb28a1cf714
-79.4012115,43.7287782,Bowood Ave,,former Toronto,,,,,57,8e7ba4feeb9c1b20
-79.4183953,43.6695699,Manning Ave,,former Toronto,,,,,850,f9383ead382f5e75
-79.2540157,43.7205887,Harmony Ave,,Scarborough,,,,,41A,ea1c39ade2ae632b
-79.1368979,43.7997506,Rouge Hills Dr,,Scarborough,,,,,561,2168bcd812904fc1
-79.4399376,43.6827846,Glenholme Ave,,York,,,,,223,1a2223c8d0e54249
-79.2979298,43.6916932,Dentonia Park Ave,,East York,,,,,41,b8d9b6b7e1c772b8
-79.2724997,43.7218672,Foxridge Dr,,Scarborough,,,,,25,ef99f98d0666b55d
-79.2673012,43.7624007,Cartier Cres,,Scarborough,,,,,38,0bd9891e150aeb35
-79.5414727,43.590159,James St,,Etobicoke,,,,,80,6f1f71a4a00d4db3
-79.2741389,43.7415667,Ranstone Gdns,,Scarborough,,,,,96,0a86d28c837d79ba
-79.2594774,43.7890411,Hallbank Ter,,Scarborough,,,,,50,8df840c4a820d9db
-79.3609745,43.6576692,Shuter St,,former Toronto,,,,,433,af40c5834f5609db
-79.4163534,43.741733,Ravenhill Rd,,North York,,,,,3,b63a76256d7bdbf8
-79.5213387,43.7276272,Fred Young Dr,,North York,,,,,5,11d926e13c50dbe0
-79.1314677,43.7811186,East Ave,,Scarborough,,,,,51,9b4bd79d2e888aa0
-79.4568297,43.6951103,Chamberlain Ave,,York,,,,,16,9745f7c80f4d6180
-79.5297852,43.6834135,La Rose Ave,,Etobicoke,,,,,227,8f1bd911ba585ac0
-79.2285184,43.8255867,Pogonia St,,Scarborough,,,,,61,4aabc0b1b19644b5
-79.3554107,43.6766165,Danforth Ave,,former Toronto,,,,,235,7501c733c2f32609
-79.4130744,43.662394,Palmerston Blvd,,former Toronto,,,,,494,6c6438d762c651d3
-79.5803058,43.669285,Rangoon Rd,,Etobicoke,,,,,109,b1793242efe56e64
-79.3703373,43.7846048,Allview Cres,,North York,,,,,2,7d1813c1e13a21ab
-79.2855214,43.6757602,Scarborough Rd,,former Toronto,,,,,88,47188f8215b97ae9
-79.5272299,43.6897637,Munhall Rd,,Etobicoke,,,,,16,acd6dcd1f7b5538e
-79.5710169,43.6426091,Rathgar Ave,,Etobicoke,,,,,27,3addf6747b24da74
-79.5467694,43.6478804,Wedgewood Dr,,Etobicoke,,,,,117,e15ffa8ab7c69c40
-79.4136822,43.7845893,Deering Cres,,North York,,,,,11,df2083df957e692a
-79.5773791,43.6484263,Crendon Dr,,Etobicoke,,,,,93,762832c4e055d454
-79.3250585,43.7076613,Parkview Hill Cres,,East York,,,,,190,0f752d32fcc12524
-79.5523817,43.7183917,Kliburn Pl,,Etobicoke,,,,,1,cd62343c81d69500
-79.5101977,43.7406054,Whitbread Cres,,North York,,,,,86,04c05418cab17769
-79.5868729,43.7195793,Mancroft Cres,,Etobicoke,,,,,57,1cd6eaceefc206e7
-79.3844552,43.7114783,Fairfield Rd,,former Toronto,,,,,77,336284d9927425b0
-79.3956021,43.675622,Pears Ave,,former Toronto,,,,,81,5898fea94fddf61d
-79.4267629,43.6723011,Wychcrest Ave,,former Toronto,,,,,131A,83c6f4576212537f
-79.440555,43.6897788,Jesmond Ave,,York,,,,,8,3aa0f9c88250a8a3
-79.329344,43.6996825,Barbara Cres,,East York,,,,,25,67db784eac4e5e1d
-79.4645609,43.6943822,Croham Rd,,York,,,,,49,cd9ec8da2fbdc4df
-79.2954227,43.6723178,Hammersmith Ave,,former Toronto,,,,,144,8437f263e918ef00
-79.4291815,43.6648936,Delaware Ave,,former Toronto,,,,,311,1bd5f449aba5d5e5
-79.5132101,43.6575462,McClinchy Ave,,Etobicoke,,,,,11,08b8cba618928b0e
-79.5301529,43.6032691,Horner Ave,,Etobicoke,,,,,355,bc471d843ed853dc
-79.4150718,43.7898999,Wedgewood Dr,,North York,,,,,30,c9077c4742ccbc21
-79.3300902,43.6792228,Mountalan Ave,,former Toronto,,,,,28,3f1401b5fde45e8c
-79.3864016,43.7178135,Blyth Hill Rd,,North York,,,,,22,06404daca4485a6d
-79.2824866,43.6730987,Neville Park Blvd,,former Toronto,,,,,28,d2b66f0964bae8be
-79.4857436,43.7341872,Tavistock Rd,,North York,,,,,32,84c67b07cef46a68
-79.4650351,43.6890218,Haverson Blvd,,York,,,,,69,fe396727e9a05c38
-79.4009394,43.6458415,Adelaide St W,,former Toronto,,,,,508,471777409a71e0ae
-79.4597998,43.6621095,Humberside Ave,,former Toronto,,,,,101,9165404b374fbc29
-79.2114552,43.7603412,Windover Dr,,Scarborough,,,,,9,e1a3dd9cedc1d6e3
-79.4767518,43.6530375,Runnymede Rd,,former Toronto,,,,,301,d04e00c3bd5cba50
-79.4241935,43.7562775,Johnston Ave,,North York,,,,,288,5e1a853b3bae720c
-79.5633183,43.7500318,Pearldale Ave,,North York,,,,,55,e95f79a929978231
-79.4496198,43.7412005,Dresden Rd,,North York,,,,,20,05add2c9019a3677
-79.3005895,43.7405057,Sherwood Ave,,Scarborough,,,,,31,cf3dd104036aead6
-79.5490019,43.6780292,Dryden Way,,Etobicoke,,,,,21,d1d6763cc4339e24
-79.3303324,43.8108614,Chiefswood Sq,,Scarborough,,,,,81,c02856a3b155490a
-79.2085557,43.783549,Purpledusk Trl,,Scarborough,,,,,29,0f969afc3ce3b6e8
-79.5270224,43.6736743,Woodmere Crt,,Etobicoke,,,,,1,bae79ed1d04ca218
-79.422186,43.6558311,Roxton Rd,,former Toronto,,,,,276,cbe23857160c15ad
-79.3455827,43.6749198,Carlaw Ave,,former Toronto,,,,,627,2d2985aaee75b7e6
-79.5188748,43.7112949,Gary Dr,,North York,,,,,190,0435674c3c96aa03
-79.5484278,43.6338729,Paulart Dr,,Etobicoke,,,,,50,bd662656f8b650f8
-79.5193197,43.7387533,John Cabotway,,North York,,,,,40,32b2aa8eba1197d4
-79.2477668,43.7340333,Danforth Rd,,Scarborough,,,,,1033,b13627dc1c81e220
-79.4644926,43.680701,Rowntree Ave,,former Toronto,,,,,84,eb14847081accd86
-79.5439361,43.6857912,Hartsdale Dr,,Etobicoke,,,,,24,79ec0c49ba0f67b6
-79.3054961,43.6959059,Main St,,East York,,,,,542,28e8c3d98d6c943d
-79.3604963,43.8020499,Bellemeade Lane,,North York,,,,,8,de8fbe0dfb665d49
-79.4505487,43.6819995,Nairn Ave,,former Toronto,,,,,183,6038fce176e46773
-79.3793137,43.7533566,Heathcote Ave,,North York,,,,,47,599d3c490ba40c18
-79.2892426,43.750729,Howden Rd,,Scarborough,,,,,59C,62cdd42cd87a44cd
-79.500221,43.6010013,Third St,,Etobicoke,,,,,57,2afb2351333f0a07
-79.2116228,43.7928789,Edenmills Dr,,Scarborough,,,,,18,c360e0181b05f84f
-79.2323407,43.7725531,Brimorton Dr,,Scarborough,,,,,509,94f7d1f3d6c8f3b8
-79.5597952,43.7435351,Islay Crt,,North York,,,,,24,bf9cf3707bc7032d
-79.454945,43.6715657,Hibernia Ave,,former Toronto,,,,,4,2cbe394dc428f03f
-79.4605687,43.6850267,Gilbert Ave,,York,,,,,298,210da76449494fd2
-79.321009,43.7474877,Castlegrove Blvd,,North York,,,,,48,9cd9bcae8b5d5bba
-79.5700375,43.7589509,Satterly Rd,,North York,,,,,4,0232ceb46e806609
-79.5215059,43.5959337,Twenty Third St,,Etobicoke,,,,,102,e1addd56a9ffa453
-79.5058952,43.7135931,Raven Rd,,North York,,,,,3,b4a16a7cd9fcae8f
-79.4366026,43.6977007,Winnett Ave,,York,,,,,485,032571a8031d4dcd
-79.3833583,43.7085252,Marmot St,,former Toronto,,,,,52,9c36f0f0acd21045
-79.4271146,43.646127,Northcote Ave,,former Toronto,,,,,103,157abe8d4c5317e4
-79.5013669,43.6883862,Pinehill Cres,,York,,,,,12,29a5a5ff24be0cd6
-79.445155,43.6970246,Eglinton Ave W,,York,,,,,1670,66f66602e8ec284f
-79.4725921,43.6479249,Palisades,,former Toronto,,,,,37,153b6388ffa6a72e
-79.3217561,43.6816411,Earl Haig Ave,,former Toronto,,,,,16,c5658c364668028c
-79.4180621,43.727565,Avenue Rd,,North York,,,,,1700A,d82d6f8c3c1c06b3
-79.4353757,43.6462971,Delaney Cres,,former Toronto,,,,,21,da895709d06cf148
-79.40662,43.7158521,Alexandra Blvd,,former Toronto,,,,,121,ed84008a58c4d764
-79.3652999,43.8098188,Purple Sageway,,North York,,,,,12,780f77204ae2e122
-79.477654,43.6794356,Avon Ave,,York,,,,,41,06eff158d483c32c
-79.5268689,43.7053631,Rectory Rd,,York,,,,,11,6a0ec0204ae13a11
-79.3016751,43.6999925,Chapman Ave,,East York,,,,,7,95b27a045e11dc8d
-79.3505228,43.692897,Pape Ave,,East York,,,,,1300,784b5a4e41f1219b
-79.5100726,43.7575571,Yellowstone St,,North York,,,,,21,bf052c433b4306de
-79.4175047,43.6570761,Beatrice St,,former Toronto,,,,,233,c89479dfd60300ea
-79.268263,43.6933122,Eastwood Ave,,Scarborough,,,,,87,1dc7dd5766323218
-79.4851549,43.7034338,George Anderson Dr,,North York,,,,,95,ef156cb0e84c329d
-79.3393148,43.7794786,Muirhead Rd,,North York,,,,,48,6819522834f63229
-79.2868459,43.8086274,Alexmuir Blvd,,Scarborough,,,,,92,be0ed061aa709ee2
-79.2627244,43.8208248,Valley Stream Dr,,Scarborough,,,,,105,1e10286bfa47dfd1
-79.4928763,43.7483984,Dovehouse Ave,,North York,,,,,89,a3285f33a635da05
-79.4937659,43.6238357,Oxford St,,Etobicoke,,,,,507,5685b64320e921ae
-79.3444216,43.6593464,Empire Ave,,former Toronto,,,,,86,67ed7ba80a34c9d7
-79.4086554,43.7243517,Glengarry Ave,,former Toronto,,,,,89,421c37c813be9c6a
-79.4404325,43.6889601,Hanson Rd,,York,,,,,16,96dad4453d914e32
-79.4818265,43.6696819,Hagar Ave,,former Toronto,,,,,7,6b59a75810203b07
-79.4776847,43.6993036,Gulliver Rd,,North York,,,,,26,d3c43e0a9f8c7fb0
-79.3173801,43.6923495,Mortimer Ave,,East York,,,,,682,845bfd48d8767d3b
-79.3269573,43.6798609,Gillard Ave,,former Toronto,,,,,133,15e4c875013b5307
-79.4183612,43.6692498,Manning Ave,,former Toronto,,,,,836,35b839e41150f281
-79.2164861,43.7362556,Markham Rd,,Scarborough,,,,,42,d67c74e52fe9d508
-79.3238429,43.7002842,Trimontium Cres,,East York,,,,,12,a53e982173dce0cf
-79.4448597,43.7392187,Invermay Ave,,North York,,,,,109,9a12e39ea6efb158
-79.4463564,43.6991991,Whitmore Ave,,York,,,,,434,27251cbef785b1ba
-79.2077202,43.8213509,Old Finch Ave,,Scarborough,,,,,80,7a6f9fd2b5cc0446
-79.3333589,43.680408,Chatham Ave,,former Toronto,,,,,210,0e76cfd169bf4a62
-79.3876621,43.7085062,Falcon St,,former Toronto,,,,,88,2e894f684dad3c2a
-79.2824156,43.687356,Coalport Dr,,Scarborough,,,,,10,b00e4bf4ebe8b813
-79.2814921,43.7914739,Midland Ave,,Scarborough,,,,,2672,364d7ae0a3cc0ff7
-79.5151797,43.6490796,Wilgar Rd,,Etobicoke,,,,,37,252e7362af9b9d54
-79.4526773,43.6622507,Ruskin Ave,,former Toronto,,,,,29,41f98ddc66ebf03c
-79.4648138,43.6862509,Dunraven Dr,,York,,,,,41,da7333652e4daf42
-79.4555625,43.6490008,High Park Gdns,,former Toronto,,,,,9,675d6adc11d30199
-79.5204575,43.6590977,St George's Rd,,Etobicoke,,,,,27,6c642ed15b0e4935
-79.4896812,43.679797,Hector Ave,,York,,,,,7,2a0cbfc65d93d3a3
-79.3638048,43.7030922,Millwood Rd,,East York,,,,,907B,e8ca20b324d97473
-79.4297974,43.7181288,Bathurst St,,North York,,,,,3028,86742e4afebb36fc
-79.3385209,43.6842443,Donlands Ave,,East York,,,,,117,ca7bb7621e69e195
-79.4760655,43.7217542,Cornelius Pkwy,,North York,,,,,204,64700eebed8eef26
-79.2484988,43.7391554,Wetherby Dr,,Scarborough,,,,,6,de2a2efda496e5bc
-79.3253565,43.7860039,Fairglen Ave,,Scarborough,,,,,165,facc308a49d30aa5
-79.4433973,43.6394872,Queen St W,,former Toronto,,,,,1654A,3d5438eeb11b0a01
-79.2219387,43.7358779,Greendowns Dr,,Scarborough,,,,,9,19efd464ceb393d8
-79.1795445,43.7758044,Manse Rd,,Scarborough,,,,,462,6da06c07debe1d93
-79.4052352,43.7002614,Highbourne Rd,,former Toronto,,,,,95,42466278332b8555
-79.18195,43.7965539,Pictorial St,,Scarborough,,,,,20,1dae595571e194c8
-79.4569993,43.6684339,Pelham Park Gdns,,former Toronto,,,,,39,08a22ff36e42d894
-79.232545,43.7196391,Neilson Ave,,Scarborough,,,,,40,b0259a578eda4477
