userID,originID,destinationID,requestDate
14,161,178,2019-03-08 09:30:00
12,165,118,2019-03-08 09:00:00
3,161,115,2019-03-08 15:00:00
10,120,206,2019-03-08 14:30:00
10,186,45,2019-03-08 11:30:00
4,51,117,2019-03-08 10:00:00
12,42,152,2019-03-08 16:00:00
14,187,228,2019-03-08 13:00:00
10,169,206,2019-03-08 13:30:00
5,164,54,2019-03-08 16:00:00
12,138,180,2019-03-08 15:30:00
12,86,176,2019-03-08 16:00:00
16,202,167,2019-03-08 16:00:00
4,169,210,2019-03-08 16:00:00
12,198,96,2019-03-08 13:30:00
16,178,75,2019-03-08 09:00:00
14,118,80,2019-03-08 12:30:00
2,54,104,2019-03-08 10:30:00
12,110,108,2019-03-08 13:00:00
5,68,141,2019-03-08 16:30:00
6,177,217,2019-03-08 15:30:00
11,197,113,2019-03-08 13:30:00
5,142,128,2019-03-08 09:00:00
14,221,111,2019-03-08 09:00:00
5,45,139,2019-03-08 10:00:00
15,217,167,2019-03-08 13:30:00
11,168,37,2019-03-08 12:30:00
7,224,112,2019-03-08 11:30:00
13,172,206,2019-03-08 12:30:00
11,211,137,2019-03-08 13:00:00
2,87,76,2019-03-08 13:00:00
4,206,51,2019-03-08 10:00:00
12,121,195,2019-03-08 12:30:00
5,47,88,2019-03-08 16:00:00
13,109,70,2019-03-08 09:30:00
16,172,159,2019-03-08 11:00:00
16,87,202,2019-03-08 13:00:00
5,223,149,2019-03-08 10:30:00
2,229,233,2019-03-08 16:00:00
16,35,180,2019-03-08 14:30:00
11,95,108,2019-03-08 16:00:00
5,109,63,2019-03-08 09:30:00
8,208,40,2019-03-08 13:00:00
11,45,36,2019-03-08 13:00:00
13,220,58,2019-03-08 11:30:00
16,100,160,2019-03-08 13:00:00
16,122,146,2019-03-08 09:30:00
8,150,134,2019-03-08 14:30:00
8,218,107,2019-03-08 10:00:00
3,111,208,2019-03-08 10:30:00
6,214,225,2019-03-08 14:30:00
6,55,139,2019-03-08 16:30:00
13,82,89,2019-03-08 11:00:00
1,136,135,2019-03-08 13:00:00
13,60,36,2019-03-08 09:00:00
11,116,180,2019-03-08 11:30:00
16,142,51,2019-03-08 11:30:00
6,49,206,2019-03-08 16:30:00
4,49,132,2019-03-08 14:30:00
10,134,58,2019-03-08 11:00:00
14,74,75,2019-03-08 10:00:00
3,85,46,2019-03-08 12:00:00
12,95,113,2019-03-08 16:00:00
3,177,44,2019-03-08 12:00:00
3,64,96,2019-03-08 13:30:00
13,167,87,2019-03-08 14:30:00
16,176,61,2019-03-08 09:30:00
2,174,43,2019-03-08 12:30:00
1,98,52,2019-03-08 14:30:00
12,200,161,2019-03-08 14:30:00
10,198,39,2019-03-08 13:30:00
7,105,224,2019-03-08 13:30:00
15,115,63,2019-03-08 16:30:00
2,93,173,2019-03-08 16:30:00
11,212,144,2019-03-08 15:00:00
7,147,171,2019-03-08 10:00:00
3,214,185,2019-03-08 09:00:00
14,230,123,2019-03-08 09:00:00
7,45,217,2019-03-08 13:00:00
3,48,213,2019-03-08 10:30:00
13,180,123,2019-03-08 11:30:00
7,190,156,2019-03-08 16:30:00
1,219,170,2019-03-08 10:00:00
3,209,70,2019-03-08 13:30:00
9,224,229,2019-03-08 09:30:00
2,143,86,2019-03-08 16:30:00
13,147,131,2019-03-08 15:30:00
14,58,121,2019-03-08 13:00:00
13,209,158,2019-03-08 16:00:00
16,44,47,2019-03-08 11:30:00
3,112,175,2019-03-08 11:00:00
4,101,44,2019-03-08 10:30:00
9,143,153,2019-03-08 13:00:00
3,97,198,2019-03-08 09:30:00
15,213,76,2019-03-08 13:30:00
4,81,124,2019-03-08 15:30:00
14,105,63,2019-03-08 09:00:00
8,180,56,2019-03-08 10:30:00
3,126,198,2019-03-08 11:00:00
13,139,70,2019-03-08 16:30:00
14,211,189,2019-03-08 16:00:00
1,198,98,2019-03-08 12:00:00
8,164,74,2019-03-08 13:00:00
15,217,213,2019-03-08 16:00:00
1,220,142,2019-03-08 12:00:00
12,83,121,2019-03-08 14:30:00
4,205,172,2019-03-08 15:30:00
4,227,71,2019-03-08 10:00:00
7,84,192,2019-03-08 13:30:00
12,59,216,2019-03-08 16:30:00
7,103,129,2019-03-08 11:00:00
4,167,65,2019-03-08 10:30:00
6,48,160,2019-03-08 10:00:00
16,36,172,2019-03-08 13:30:00
15,121,134,2019-03-08 15:00:00
16,43,77,2019-03-08 13:00:00
14,79,65,2019-03-08 11:00:00
13,85,186,2019-03-08 12:00:00
2,112,119,2019-03-08 12:00:00
15,182,170,2019-03-08 15:30:00
10,151,208,2019-03-08 11:00:00
10,92,39,2019-03-08 09:00:00
1,141,96,2019-03-08 15:00:00
4,206,195,2019-03-08 15:30:00
4,215,58,2019-03-08 15:00:00
3,111,94,2019-03-08 16:30:00
8,132,221,2019-03-08 15:00:00
10,90,85,2019-03-08 13:30:00
2,174,179,2019-03-08 09:30:00
7,45,132,2019-03-08 09:30:00
8,189,37,2019-03-08 12:30:00
10,216,165,2019-03-08 14:30:00
4,233,135,2019-03-08 15:00:00
11,93,222,2019-03-08 14:30:00
1,143,50,2019-03-08 15:00:00
14,215,39,2019-03-08 09:00:00
10,184,100,2019-03-08 11:00:00
10,212,153,2019-03-08 15:00:00
1,151,193,2019-03-08 16:00:00
9,69,175,2019-03-08 11:30:00
12,185,101,2019-03-08 16:30:00
11,147,112,2019-03-08 15:30:00
8,36,111,2019-03-08 11:00:00
7,97,178,2019-03-08 09:00:00
12,202,184,2019-03-08 09:00:00
8,38,216,2019-03-08 09:30:00
3,173,225,2019-03-08 10:30:00
15,153,125,2019-03-08 14:30:00
1,186,216,2019-03-08 12:00:00
9,117,175,2019-03-08 14:30:00
7,48,155,2019-03-08 10:00:00
5,172,44,2019-03-08 14:30:00
6,208,50,2019-03-08 16:30:00
4,214,151,2019-03-08 15:00:00
6,36,185,2019-03-08 13:30:00
8,177,195,2019-03-08 09:30:00
7,145,147,2019-03-08 15:30:00
16,79,166,2019-03-08 09:30:00
1,135,199,2019-03-08 10:30:00
15,181,183,2019-03-08 09:00:00
15,221,63,2019-03-08 12:00:00
4,88,169,2019-03-08 12:30:00
10,71,76,2019-03-08 13:30:00
13,159,205,2019-03-08 15:00:00
3,146,83,2019-03-08 14:30:00
15,222,67,2019-03-08 12:00:00
12,196,74,2019-03-08 11:00:00
4,39,81,2019-03-08 09:00:00
10,70,138,2019-03-08 09:30:00
13,224,49,2019-03-08 13:30:00
5,75,190,2019-03-08 15:00:00
10,121,95,2019-03-08 16:00:00
15,224,43,2019-03-08 11:00:00
12,172,177,2019-03-08 10:30:00
8,148,38,2019-03-08 15:30:00
12,109,181,2019-03-08 10:30:00
8,199,112,2019-03-08 12:30:00
11,98,149,2019-03-08 11:30:00
4,132,149,2019-03-08 09:30:00
1,74,38,2019-03-08 10:00:00
14,232,63,2019-03-08 15:00:00
12,95,51,2019-03-08 10:00:00
16,202,167,2019-03-08 10:00:00
9,109,142,2019-03-08 12:00:00
15,75,181,2019-03-08 11:30:00
2,99,88,2019-03-08 15:30:00
14,157,82,2019-03-08 13:00:00
2,222,68,2019-03-08 12:00:00
16,190,205,2019-03-08 13:30:00
4,90,223,2019-03-08 12:00:00
7,91,42,2019-03-08 14:30:00
7,115,162,2019-03-08 15:30:00
3,175,60,2019-03-08 16:00:00
8,229,190,2019-03-08 09:00:00
3,51,83,2019-03-08 12:30:00
14,153,198,2019-03-08 12:30:00
13,149,54,2019-03-08 13:30:00
11,145,48,2019-03-08 14:30:00
2,187,43,2019-03-08 14:30:00
10,97,188,2019-03-08 16:00:00
16,150,57,2019-03-08 16:00:00
7,38,107,2019-03-08 12:30:00
10,162,180,2019-03-08 13:00:00
14,144,208,2019-03-08 09:30:00
14,234,193,2019-03-08 13:00:00
4,161,42,2019-03-08 09:00:00
15,126,77,2019-03-08 11:00:00
2,156,223,2019-03-08 16:00:00
2,214,217,2019-03-08 13:00:00
14,161,114,2019-03-08 12:00:00
6,157,72,2019-03-08 13:00:00
15,213,158,2019-03-08 13:30:00
7,81,95,2019-03-08 12:00:00
14,124,97,2019-03-08 16:30:00
2,79,36,2019-03-08 09:30:00
2,185,129,2019-03-08 13:00:00
15,81,224,2019-03-08 10:30:00
5,162,65,2019-03-08 15:00:00
3,65,220,2019-03-08 12:00:00
6,174,133,2019-03-08 10:30:00
6,213,183,2019-03-08 16:30:00
6,144,177,2019-03-08 10:00:00
7,179,101,2019-03-08 14:30:00
7,35,101,2019-03-08 09:00:00
14,155,185,2019-03-08 10:00:00
14,101,179,2019-03-08 11:30:00
5,74,68,2019-03-08 10:00:00
14,198,63,2019-03-08 14:30:00
7,131,106,2019-03-08 11:30:00
6,96,214,2019-03-08 14:30:00
10,133,220,2019-03-08 14:30:00
16,214,95,2019-03-08 11:30:00
13,42,120,2019-03-08 12:30:00
2,70,188,2019-03-08 13:00:00
13,43,131,2019-03-08 13:00:00
1,217,113,2019-03-08 16:30:00
13,166,71,2019-03-08 13:00:00
1,224,204,2019-03-08 15:30:00
7,154,180,2019-03-08 13:30:00
14,78,187,2019-03-08 12:00:00
12,39,227,2019-03-08 10:30:00
16,162,216,2019-03-08 14:30:00
5,73,173,2019-03-08 10:00:00
1,195,168,2019-03-08 15:00:00
11,100,232,2019-03-08 11:00:00
11,100,223,2019-03-08 12:00:00
2,70,114,2019-03-08 13:30:00
15,207,229,2019-03-08 10:30:00
10,161,155,2019-03-08 12:00:00
12,140,115,2019-03-08 09:30:00
15,200,231,2019-03-08 14:30:00
10,192,62,2019-03-08 11:00:00
12,214,121,2019-03-08 09:00:00
15,104,51,2019-03-08 13:30:00
1,100,193,2019-03-08 13:30:00
15,182,89,2019-03-08 09:00:00
1,98,102,2019-03-08 09:00:00
9,151,89,2019-03-08 10:30:00
8,131,196,2019-03-08 14:30:00
13,125,81,2019-03-08 12:30:00
1,147,111,2019-03-08 10:30:00
8,184,92,2019-03-08 10:00:00
1,121,206,2019-03-08 13:00:00
15,37,227,2019-03-08 11:00:00
5,87,184,2019-03-08 15:30:00
5,97,70,2019-03-08 16:30:00
6,159,129,2019-03-08 16:00:00
10,53,139,2019-03-08 14:30:00
3,221,38,2019-03-08 09:00:00
16,217,110,2019-03-08 09:30:00
14,185,76,2019-03-08 14:30:00
4,218,71,2019-03-08 15:30:00
1,196,108,2019-03-08 09:30:00
4,77,175,2019-03-08 11:00:00
7,39,50,2019-03-08 15:00:00
5,35,82,2019-03-08 10:30:00
13,64,221,2019-03-08 12:00:00
5,93,91,2019-03-08 09:00:00
13,211,132,2019-03-08 11:00:00
15,43,156,2019-03-08 14:30:00
7,162,175,2019-03-08 11:00:00
13,126,165,2019-03-08 15:00:00
13,116,194,2019-03-08 15:00:00
3,57,172,2019-03-08 15:30:00
11,210,149,2019-03-08 10:30:00
7,83,129,2019-03-08 14:30:00
7,121,89,2019-03-08 09:30:00
11,213,197,2019-03-08 12:00:00
12,157,233,2019-03-08 09:30:00
3,104,78,2019-03-08 09:30:00
1,141,137,2019-03-08 16:00:00
5,104,57,2019-03-08 13:30:00
14,59,202,2019-03-08 10:00:00
3,182,190,2019-03-08 09:00:00
5,42,163,2019-03-08 15:00:00
6,63,112,2019-03-08 10:30:00
9,232,185,2019-03-08 10:00:00
2,160,106,2019-03-08 14:30:00
10,115,151,2019-03-08 13:00:00
7,91,90,2019-03-08 14:30:00
16,205,129,2019-03-08 09:30:00
16,131,36,2019-03-08 13:30:00
12,176,155,2019-03-08 15:30:00
2,74,39,2019-03-08 14:30:00
12,196,181,2019-03-08 15:30:00
6,40,159,2019-03-08 10:00:00
2,230,108,2019-03-08 16:30:00
13,73,66,2019-03-08 15:00:00
6,170,100,2019-03-08 12:00:00
14,92,86,2019-03-08 11:00:00
11,83,61,2019-03-08 14:30:00
5,169,52,2019-03-08 09:00:00
14,135,89,2019-03-08 16:00:00
10,188,181,2019-03-08 09:30:00
8,133,35,2019-03-08 15:30:00
3,209,144,2019-03-08 13:30:00
4,80,200,2019-03-08 15:00:00
7,95,162,2019-03-08 10:00:00
6,155,81,2019-03-08 13:30:00
14,72,107,2019-03-08 14:30:00
5,76,159,2019-03-08 11:30:00
10,60,111,2019-03-08 12:30:00
3,99,53,2019-03-08 10:30:00
9,187,226,2019-03-08 14:30:00
15,129,193,2019-03-08 15:30:00
11,130,203,2019-03-08 16:30:00
13,59,139,2019-03-08 11:00:00
5,162,97,2019-03-08 12:30:00
14,71,76,2019-03-08 11:00:00
8,38,48,2019-03-08 13:30:00
15,59,176,2019-03-08 14:30:00
10,218,133,2019-03-08 16:30:00
5,107,132,2019-03-08 12:00:00
16,143,205,2019-03-08 15:30:00
16,121,144,2019-03-08 09:00:00
12,123,130,2019-03-08 09:30:00
16,108,93,2019-03-08 10:30:00
10,115,141,2019-03-08 09:00:00
11,35,39,2019-03-08 14:30:00
15,67,156,2019-03-08 10:00:00
6,49,59,2019-03-08 13:30:00
15,234,197,2019-03-08 12:00:00
8,224,106,2019-03-08 11:30:00
14,233,73,2019-03-08 13:00:00
3,144,212,2019-03-08 11:00:00
13,58,178,2019-03-08 14:30:00
14,79,69,2019-03-08 16:30:00
10,170,124,2019-03-08 14:30:00
16,231,228,2019-03-08 09:00:00
14,89,135,2019-03-08 16:00:00
16,117,110,2019-03-08 14:30:00
11,230,194,2019-03-08 14:30:00
3,53,110,2019-03-08 12:30:00
3,61,57,2019-03-08 12:30:00
12,121,136,2019-03-08 16:00:00
2,163,80,2019-03-08 11:30:00
9,185,113,2019-03-08 16:00:00
1,70,190,2019-03-08 11:00:00
7,194,208,2019-03-08 12:00:00
15,223,51,2019-03-08 09:00:00
9,169,96,2019-03-08 14:30:00
8,89,49,2019-03-08 13:00:00
10,79,67,2019-03-08 10:30:00
3,121,125,2019-03-08 15:00:00
1,212,64,2019-03-08 16:30:00
16,93,127,2019-03-08 09:30:00
15,197,165,2019-03-08 16:30:00
3,175,165,2019-03-08 10:30:00
5,183,188,2019-03-08 09:00:00
15,145,44,2019-03-08 15:30:00
11,155,210,2019-03-08 10:00:00
8,176,95,2019-03-08 13:00:00
3,162,123,2019-03-08 15:00:00
13,83,205,2019-03-08 12:30:00
10,161,135,2019-03-08 16:30:00
8,59,190,2019-03-08 12:30:00
4,212,64,2019-03-08 11:00:00
6,98,166,2019-03-08 11:00:00
16,195,153,2019-03-08 09:30:00
15,110,161,2019-03-08 11:30:00
9,169,184,2019-03-08 16:00:00
3,180,132,2019-03-08 12:00:00
6,193,180,2019-03-08 12:00:00
7,215,74,2019-03-08 14:30:00
15,90,119,2019-03-08 14:30:00
3,216,172,2019-03-08 10:30:00
8,98,228,2019-03-08 12:00:00
15,85,127,2019-03-08 13:30:00
7,148,97,2019-03-08 11:00:00
7,204,146,2019-03-08 13:30:00
16,220,230,2019-03-08 14:30:00
12,214,68,2019-03-08 16:00:00
8,190,212,2019-03-08 12:30:00
13,167,106,2019-03-08 13:00:00
9,172,95,2019-03-08 15:00:00
4,82,134,2019-03-08 14:30:00
8,39,180,2019-03-08 16:30:00
8,62,168,2019-03-08 16:30:00
7,171,187,2019-03-08 13:00:00
7,125,65,2019-03-08 16:30:00
8,165,221,2019-03-08 13:30:00
14,234,51,2019-03-08 13:30:00
8,110,102,2019-03-08 09:30:00
13,224,66,2019-03-08 16:00:00
4,142,91,2019-03-08 10:30:00
10,55,133,2019-03-08 13:30:00
3,163,45,2019-03-08 09:30:00
10,144,92,2019-03-08 14:30:00
15,186,172,2019-03-08 09:30:00
2,133,179,2019-03-08 13:00:00
4,194,165,2019-03-08 15:30:00
8,92,214,2019-03-08 11:00:00
7,110,108,2019-03-08 13:30:00
3,35,51,2019-03-08 15:00:00
9,81,186,2019-03-08 09:00:00
9,162,146,2019-03-08 09:00:00
8,137,135,2019-03-08 09:30:00
16,158,103,2019-03-08 14:30:00
11,222,184,2019-03-08 15:00:00
14,194,46,2019-03-08 10:00:00
8,97,66,2019-03-08 10:00:00
9,213,206,2019-03-08 09:30:00
12,71,180,2019-03-08 15:00:00
14,120,159,2019-03-08 11:00:00
11,110,153,2019-03-08 15:30:00
8,63,219,2019-03-08 09:00:00
9,172,123,2019-03-08 11:30:00
16,53,175,2019-03-08 10:00:00
6,141,153,2019-03-08 11:30:00
4,170,107,2019-03-08 12:00:00
16,59,49,2019-03-08 16:00:00
2,230,117,2019-03-08 11:30:00
3,229,166,2019-03-08 16:00:00
10,36,154,2019-03-08 09:00:00
7,42,186,2019-03-08 13:30:00
10,74,93,2019-03-08 14:30:00
8,117,212,2019-03-08 12:30:00
14,53,37,2019-03-08 16:00:00
2,128,204,2019-03-08 14:30:00
9,39,179,2019-03-08 15:00:00
5,186,89,2019-03-08 16:30:00
3,115,65,2019-03-08 11:30:00
13,107,97,2019-03-08 12:00:00
9,69,51,2019-03-08 09:00:00
14,181,209,2019-03-08 16:00:00
1,91,145,2019-03-08 16:00:00
3,210,184,2019-03-08 16:00:00
11,72,59,2019-03-08 16:00:00
5,114,136,2019-03-08 15:00:00
7,214,75,2019-03-08 12:00:00
11,212,85,2019-03-08 16:00:00
10,145,142,2019-03-08 09:00:00
1,49,91,2019-03-08 14:30:00
3,192,107,2019-03-08 16:00:00
12,102,179,2019-03-08 11:00:00
11,45,129,2019-03-08 15:00:00
4,208,70,2019-03-08 10:30:00
11,81,69,2019-03-08 11:00:00
2,143,104,2019-03-08 15:00:00
1,91,105,2019-03-08 13:00:00
8,109,126,2019-03-08 15:00:00
5,200,38,2019-03-08 15:00:00
4,222,80,2019-03-08 14:30:00
10,121,210,2019-03-08 14:30:00
12,200,71,2019-03-08 10:30:00
15,50,90,2019-03-08 10:30:00
2,226,79,2019-03-08 16:30:00
11,230,209,2019-03-08 14:30:00
1,70,230,2019-03-08 12:30:00
6,46,38,2019-03-08 13:30:00
