userID,originID,destinationID,requestDate
15,70,226,2019-04-29 09:00:00
12,182,81,2019-04-29 10:00:00
3,117,115,2019-04-29 11:00:00
16,45,137,2019-04-29 11:00:00
12,87,143,2019-04-29 11:30:00
11,186,101,2019-04-29 09:30:00
13,152,109,2019-04-29 11:30:00
12,59,219,2019-04-29 10:00:00
11,160,158,2019-04-29 09:30:00
8,185,90,2019-04-29 16:00:00
16,142,216,2019-04-29 16:00:00
9,182,171,2019-04-29 12:30:00
11,71,190,2019-04-29 14:30:00
5,37,103,2019-04-29 16:30:00
10,175,75,2019-04-29 13:00:00
4,229,109,2019-04-29 14:30:00
5,93,230,2019-04-29 14:30:00
13,110,90,2019-04-29 14:30:00
11,195,93,2019-04-29 12:30:00
4,209,56,2019-04-29 09:30:00
12,52,44,2019-04-29 10:00:00
11,195,194,2019-04-29 10:30:00
5,44,36,2019-04-29 14:30:00
9,226,51,2019-04-29 14:30:00
9,219,87,2019-04-29 12:30:00
5,166,52,2019-04-29 13:00:00
2,58,207,2019-04-29 10:00:00
3,113,189,2019-04-29 13:00:00
9,59,148,2019-04-29 09:00:00
16,191,161,2019-04-29 13:00:00
6,100,189,2019-04-29 10:30:00
7,126,76,2019-04-29 14:30:00
10,68,227,2019-04-29 15:00:00
6,47,78,2019-04-29 11:30:00
13,189,75,2019-04-29 16:00:00
3,58,46,2019-04-29 16:30:00
6,216,122,2019-04-29 12:30:00
3,125,185,2019-04-29 13:30:00
5,99,48,2019-04-29 14:30:00
14,118,114,2019-04-29 13:30:00
14,222,231,2019-04-29 15:00:00
14,219,137,2019-04-29 11:00:00
7,120,99,2019-04-29 15:00:00
1,81,47,2019-04-29 09:00:00
8,102,178,2019-04-29 14:30:00
13,82,37,2019-04-29 15:30:00
16,133,51,2019-04-29 14:30:00
10,180,130,2019-04-29 12:30:00
16,195,80,2019-04-29 16:30:00
9,65,108,2019-04-29 09:30:00
3,137,133,2019-04-29 10:30:00
5,161,211,2019-04-29 16:30:00
12,75,120,2019-04-29 10:00:00
4,145,75,2019-04-29 10:00:00
6,165,105,2019-04-29 11:00:00
6,166,64,2019-04-29 12:00:00
12,175,129,2019-04-29 13:00:00
5,226,177,2019-04-29 10:00:00
9,170,36,2019-04-29 13:30:00
11,222,167,2019-04-29 14:30:00
10,177,201,2019-04-29 12:30:00
4,166,228,2019-04-29 13:00:00
4,72,150,2019-04-29 15:30:00
7,96,127,2019-04-29 13:30:00
14,40,150,2019-04-29 10:00:00
13,212,68,2019-04-29 10:30:00
2,208,117,2019-04-29 09:00:00
2,92,230,2019-04-29 12:00:00
7,69,151,2019-04-29 12:30:00
3,85,71,2019-04-29 16:30:00
15,210,54,2019-04-29 09:00:00
1,68,140,2019-04-29 14:30:00
12,216,83,2019-04-29 10:30:00
11,226,99,2019-04-29 09:00:00
4,71,74,2019-04-29 13:00:00
2,144,173,2019-04-29 11:00:00
2,178,152,2019-04-29 16:00:00
16,59,214,2019-04-29 13:00:00
9,191,230,2019-04-29 15:30:00
6,120,170,2019-04-29 09:30:00
4,76,93,2019-04-29 16:00:00
7,64,56,2019-04-29 09:00:00
12,171,160,2019-04-29 11:30:00
16,101,208,2019-04-29 13:00:00
7,38,95,2019-04-29 15:00:00
14,139,166,2019-04-29 14:30:00
4,123,136,2019-04-29 16:30:00
7,151,198,2019-04-29 10:00:00
1,120,78,2019-04-29 11:00:00
16,67,191,2019-04-29 10:30:00
6,71,68,2019-04-29 13:00:00
2,175,179,2019-04-29 14:30:00
4,131,88,2019-04-29 12:30:00
10,201,99,2019-04-29 16:00:00
2,57,154,2019-04-29 11:00:00
14,166,44,2019-04-29 13:30:00
12,48,204,2019-04-29 11:00:00
12,198,118,2019-04-29 16:30:00
16,232,161,2019-04-29 11:00:00
10,171,193,2019-04-29 11:30:00
5,134,175,2019-04-29 13:30:00
11,186,128,2019-04-29 11:30:00
8,134,191,2019-04-29 15:30:00
4,48,223,2019-04-29 16:30:00
1,167,82,2019-04-29 10:30:00
15,85,183,2019-04-29 14:30:00
